,M
7244,1646
7245,3200
7246,6224
7247,8016
7248,8309
7249,8399
7250,10501
7251,13275
7252,13827
7253,14985
7254,15958
7255,5921
7256,-488
7257,2139
7258,5944
7259,-29
7260,-8042
7261,-9442
7262,-9473
7263,-8911
7264,-8345
7265,-8625
7266,-7481
7267,-5947
7268,-5156
7269,-3038
7270,1508
7271,3458
7272,1190
7273,-327
7274,2483
7275,4831
7276,3973
7277,409
7278,-2992
7279,-3620
7280,-3012
7281,-3971
7282,-6276
7283,-6479
7284,-7267
7285,-8277
7286,-6924
7287,-3243
7288,-2879
7289,-4376
7290,-3370
7291,-598
7292,1441
7293,695
7294,1040
7295,555
7296,251
7297,-484
7298,-545
7299,-259
7300,-1027
7301,-2035
7302,-2417
7303,-1136
7304,493
7305,920
7306,1583
7307,2568
7308,4988
7309,7425
7310,8410
7311,8626
7312,9578
7313,12511
7314,13316
7315,14360
7316,16885
7317,10283
7318,293
7319,1044
7320,5909
7321,2574
7322,-6569
7323,-8412
7324,-9200
7325,-9354
7326,-8497
7327,-8199
7328,-8164
7329,-6328
7330,-5350
7331,-4150
7332,183
7333,3279
7334,1751
7335,-436
7336,1637
7337,4263
7338,4139
7339,1217
7340,-1723
7341,-3546
7342,-3356
7343,-3261
7344,-5314
7345,-6510
7346,-6930
7347,-7755
7348,-7204
7349,-4148
7350,-2665
7351,-3812
7352,-4108
7353,-1831
7354,525
7355,949
7356,1043
7357,-61
7358,43
7359,-650
7360,-266
7361,-79
7362,-993
7363,-1821
7364,-2301
7365,-1540
7366,238
7367,1018
7368,1349
7369,1955
7370,3674
7371,6819
7372,8108
7373,8300
7374,8734
7375,11133
7376,13346
7377,13226
7378,15593
7379,14543
7380,3224
7381,247
7382,3671
7383,6108
7384,-3083
7385,-8388
7386,-8810
7387,-8383
7388,-8311
7389,-8513
7390,-8546
7391,-6613
7392,-5861
7393,-4874
7394,-1993
7395,2115
7396,2447
7397,-44
7398,7
7399,3233
7400,4513
7401,2280
7402,-913
7403,-3316
7404,-3205
7405,-2406
7406,-4335
7407,-6717
7408,-6500
7409,-6728
7410,-7468
7411,-5890
7412,-2861
7413,-3906
7414,-4111
7415,-2823
7416,-56
7417,452
7418,604
7419,330
7420,237
7421,-373
7422,-611
7423,-400
7424,-451
7425,-1510
7426,-2130
7427,-1932
7428,-228
7429,609
7430,1066
7431,2095
7432,3324
7433,5737
7434,7564
7435,8336
7436,8627
7437,10215
7438,12528
7439,13289
7440,14211
7441,16126
7442,6209
7443,53
7444,2438
7445,7006
7446,542
7447,-7751
7448,-8927
7449,-8202
7450,-7577
7451,-8184
7452,-8979
7453,-7385
7454,-5590
7455,-5413
7456,-3461
7457,966
7458,2795
7459,407
7460,-998
7461,2072
7462,4653
7463,3381
7464,-495
7465,-2842
7466,-3271
7467,-2437
7468,-3737
7469,-5923
7470,-6476
7471,-6602
7472,-7647
7473,-6349
7474,-3529
7475,-3101
7476,-4112
7477,-4210
7478,-1262
7479,609
7480,917
7481,-9
7482,-534
7483,190
7484,-875
7485,21
7486,-440
7487,-977
7488,-1903
7489,-1964
7490,-687
7491,735
7492,1168
7493,1723
7494,2487
7495,5209
7496,7408
7497,8039
7498,8013
7499,9612
7500,12640
7501,13307
7502,13531
7503,16349
7504,8899
7505,402
7506,2245
7507,6864
7508,2339
7509,-6984
7510,-8244
7511,-8402
7512,-7824
7513,-7657
7514,-9023
7515,-8291
7516,-5945
7517,-5110
7518,-4285
7519,-97
7520,2631
7521,759
7522,-970
7523,1523
7524,4390
7525,3399
7526,198
7527,-2312
7528,-3421
7529,-2074
7530,-3153
7531,-5642
7532,-6821
7533,-6289
7534,-7339
7535,-6747
7536,-3573
7537,-3020
7538,-5043
7539,-4176
7540,-940
7541,698
7542,249
7543,-434
7544,46
7545,296
7546,-515
7547,-470
7548,-581
7549,-893
7550,-1892
7551,-2011
7552,-821
7553,655
7554,725
7555,1196
7556,2647
7557,4994
7558,6882
7559,7659
7560,8205
7561,9166
7562,11692
7563,13187
7564,13412
7565,16034
7566,11461
7567,1380
7568,1598
7569,6032
7570,4944
7571,-5114
7572,-8420
7573,-8181
7574,-7557
7575,-7372
7576,-8236
7577,-8709
7578,-6813
7579,-5491
7580,-4342
7581,-1256
7582,2009
7583,1030
7584,-1292
7585,596
7586,4071
7587,3932
7588,1427
7589,-1012
7590,-2114
7591,-1158
7592,-1504
7593,-4342
7594,-6024
7595,-8175
7596,-9041
7597,-6111
7598,-4137
7599,-4985
7600,-7299
7601,-4692
7602,-2186
7603,-547
7604,329
7605,-15
7606,75
7607,412
7608,10
7609,873
7610,556
7611,-775
7612,-2417
7613,-2194
7614,-307
7615,236
7616,-296
7617,346
7618,1846
7619,3595
7620,5887
7621,6722
7622,8015
7623,8370
7624,10716
7625,12177
7626,13660
7627,15671
7628,15739
7629,5640
7630,1172
7631,4478
7632,7626
7633,-542
7634,-7354
7635,-7921
7636,-8050
7637,-7831
7638,-8185
7639,-8923
7640,-8057
7641,-6413
7642,-5630
7643,-3508
7644,738
7645,1724
7646,-649
7647,-740
7648,2514
7649,4414
7650,2530
7651,-335
7652,-2540
7653,-2221
7654,-1662
7655,-3684
7656,-5494
7657,-6005
7658,-6254
7659,-7545
7660,-5639
7661,-2803
7662,-4709
7663,-5262
7664,-3428
7665,-422
7666,166
7667,-797
7668,-92
7669,-130
7670,244
7671,-812
7672,-566
7673,-285
7674,-1006
7675,-2001
7676,-1686
7677,-30
7678,819
7679,481
7680,1395
7681,3301
7682,5242
7683,6523
7684,7216
7685,8025
7686,9715
7687,11767
7688,12197
7689,12726
7690,15989
7691,11861
7692,1690
7693,1957
7694,5941
7695,5212
7696,-4840
7697,-7450
7698,-7491
7699,-6763
7700,-7881
7701,-8598
7702,-8173
7703,-6227
7704,-6022
7705,-5158
7706,-1702
7707,1742
7708,382
7709,-1543
7710,234
7711,3673
7712,3611
7713,843
7714,-1555
7715,-2402
7716,-2206
7717,-2479
7718,-4506
7719,-5666
7720,-6116
7721,-6849
7722,-6555
7723,-4099
7724,-3782
7725,-4493
7726,-4679
7727,-2543
7728,-218
7729,-430
7730,-99
7731,-1011
7732,-33
7733,-588
7734,-619
7735,-34
7736,-889
7737,-1493
7738,-1933
7739,-745
7740,697
7741,756
7742,1162
7743,2362
7744,3821
7745,6153
7746,6994
7747,7987
7748,9148
7749,10412
7750,12041
7751,12395
7752,15148
7753,15472
7754,4963
7755,1198
7756,4450
7757,7553
7758,-922
7759,-7133
7760,-7293
7761,-7120
7762,-7337
7763,-8179
7764,-8682
7765,-7222
7766,-6309
7767,-6059
7768,-3551
7769,791
7770,1327
7771,-1198
7772,-1274
7773,2489
7774,4142
7775,1908
7776,-966
7777,-2537
7778,-1739
7779,-1761
7780,-3893
7781,-5358
7782,-5279
7783,-5843
7784,-7051
7785,-5171
7786,-2628
7787,-4395
7788,-5057
7789,-3787
7790,-617
7791,54
7792,-859
7793,-1126
7794,-752
7795,-94
7796,-987
7797,-523
7798,-607
7799,-1277
7800,-2075
7801,-1392
7802,292
7803,738
7804,643
7805,1615
7806,3298
7807,5202
7808,6732
7809,7326
7810,8169
7811,9652
7812,11752
7813,12041
7814,13397
7815,16325
7816,11059
7817,1294
7818,2677
7819,7214
7820,4846
7821,-4934
7822,-7506
7823,-7396
7824,-6595
7825,-7523
7826,-8461
7827,-8315
7828,-6634
7829,-6514
7830,-5106
7831,-1123
7832,1673
7833,-202
7834,-2082
7835,435
7836,4052
7837,3693
7838,802
7839,-2040
7840,-2496
7841,-1393
7842,-2651
7843,-4498
7844,-5549
7845,-5661
7846,-7324
7847,-6649
7848,-3190
7849,-3502
7850,-5229
7851,-4845
7852,-2625
7853,350
7854,-422
7855,-544
7856,-1016
7857,-320
7858,-450
7859,-640
7860,6
7861,-686
7862,-2159
7863,-2221
7864,-623
7865,968
7866,524
7867,559
7868,2073
7869,4085
7870,6220
7871,7200
7872,7453
7873,8411
7874,10477
7875,12140
7876,12661
7877,14609
7878,15515
7879,5556
7880,1018
7881,5458
7882,7820
7883,122
7884,-7403
7885,-6694
7886,-6663
7887,-6807
7888,-7777
7889,-8866
7890,-7730
7891,-6392
7892,-5870
7893,-3861
7894,412
7895,787
7896,-1485
7897,-1280
7898,2547
7899,4125
7900,2057
7901,-694
7902,-2278
7903,-2064
7904,-914
7905,-3340
7906,-5240
7907,-5660
7908,-5544
7909,-6738
7910,-5582
7911,-2540
7912,-4278
7913,-5768
7914,-3883
7915,-940
7916,276
7917,-1459
7918,-1056
7919,-934
7920,-236
7921,-425
7922,-644
7923,-388
7924,-1471
7925,-1981
7926,-1384
7927,332
7928,921
7929,213
7930,1114
7931,2987
7932,5063
7933,6390
7934,7065
7935,7696
7936,8968
7937,11132
7938,12072
7939,12648
7940,15257
7941,13387
7942,2794
7943,2169
7944,5959
7945,7196
7946,-3101
7947,-7010
7948,-7377
7949,-5423
7950,-6938
7951,-8410
7952,-8876
7953,-6324
7954,-6555
7955,-5778
7956,-2620
7957,1206
7958,-406
7959,-2243
7960,-617
7961,3573
7962,3876
7963,1239
7964,-801
7965,-2538
7966,-1489
7967,-1687
7968,-3373
7969,-5294
7970,-5497
7971,-6351
7972,-6685
7973,-4350
7974,-2319
7975,-5536
7976,-5382
7977,-3255
7978,-481
7979,-230
7980,-1517
7981,-707
7982,-1110
7983,-757
7984,-559
7985,-230
7986,-257
7987,-2099
7988,-2459
7989,-1031
7990,876
7991,804
7992,-22
7993,1451
7994,3485
7995,4885
7996,6372
7997,7392
7998,8079
7999,8877
8000,10522
8001,11896
8002,13832
8003,15788
8004,11947
8005,1711
8006,2701
8007,7060
8008,6505
8009,-3873
8010,-6904
8011,-6972
8012,-6250
8013,-7268
8014,-7520
8015,-8403
8016,-7373
8017,-6878
8018,-5515
8019,-1969
8020,1068
8021,-730
8022,-2623
8023,-225
8024,3782
8025,3423
8026,787
8027,-1485
8028,-2352
8029,-852
8030,-1314
8031,-3522
8032,-5316
8033,-4682
8034,-6128
8035,-6192
8036,-3935
8037,-2308
8038,-5961
8039,-5279
8040,-2931
8041,-88
8042,-900
8043,-1977
8044,-1154
8045,-966
8046,-415
8047,-692
8048,-357
8049,-695
8050,-2080
8051,-1829
8052,-411
8053,900
8054,581
8055,274
8056,1884
8057,3513
8058,5438
8059,6464
8060,7100
8061,7689
8062,9346
8063,10873
8064,12052
8065,13242
8066,15276
8067,10388
8068,1998
8069,3412
8070,7401
8071,4728
8072,-4399
8073,-6224
8074,-5923
8075,-6859
8076,-7277
8077,-7331
8078,-7936
8079,-7436
8080,-6666
8081,-4897
8082,-1659
8083,387
8084,-1193
8085,-2351
8086,532
8087,3479
8088,2767
8089,450
8090,-1401
8091,-2308
8092,-1454
8093,-1311
8094,-3295
8095,-5366
8096,-5276
8097,-5967
8098,-5134
8099,-3631
8100,-2558
8101,-6550
8102,-4949
8103,-2031
8104,160
8105,-1321
8106,-2438
8107,-895
8108,-1049
8109,-651
8110,-485
8111,-616
8112,-1303
8113,-2557
8114,-1323
8115,-40
8116,806
8117,314
8118,273
8119,2172
8120,4208
8121,5858
8122,6544
8123,7172
8124,7613
8125,9469
8126,11660
8127,12062
8128,12765
8129,14970
8130,8883
8131,1189
8132,4027
8133,7887
8134,3295
8135,-5237
8136,-6041
8137,-6287
8138,-6257
8139,-6704
8140,-7682
8141,-7750
8142,-6897
8143,-6514
8144,-4561
8145,-675
8146,240
8147,-1985
8148,-2201
8149,1033
8150,3325
8151,2013
8152,-250
8153,-2033
8154,-2168
8155,-660
8156,-1539
8157,-3894
8158,-5155
8159,-4742
8160,-5742
8161,-4769
8162,-2618
8163,-3122
8164,-6409
8165,-4651
8166,-1602
8167,322
8168,-1834
8169,-2709
8170,-1483
8171,-697
8172,-743
8173,-597
8174,-855
8175,-1527
8176,-2158
8177,-1069
8178,238
8179,895
8180,56
8181,290
8182,2699
8183,4868
8184,5742
8185,6356
8186,6897
8187,7825
8188,9865
8189,11522
8190,11621
8191,12619
8192,14787
8193,8242
8194,1454
8195,4361
8196,7929
8197,2886
8198,-6074
8199,-5659
8200,-5441
8201,-5824
8202,-7130
8203,-7762
8204,-7596
8205,-6715
8206,-6241
8207,-4309
8208,-1026
8209,-87
8210,-2274
8211,-1961
8212,1318
8213,3464
8214,1724
8215,-614
8216,-1822
8217,-1894
8218,-607
8219,-1573
8220,-4187
8221,-5402
8222,-4743
8223,-5133
8224,-4831
8225,-2981
8226,-3837
8227,-6079
8228,-3998
8229,-1655
8230,-274
8231,-2324
8232,-1783
8233,-1484
8234,-771
8235,-810
8236,-699
8237,-751
8238,-1766
8239,-1888
8240,-866
8241,201
8242,607
8243,114
8244,935
8245,2993
8246,4468
8247,5590
8248,6518
8249,7291
8250,7709
8251,9513
8252,11300
8253,11997
8254,12835
8255,13784
8256,6032
8257,2252
8258,5815
8259,7308
8260,1302
8261,-6010
8262,-4940
8263,-5757
8264,-5234
8265,-6676
8266,-7734
8267,-7635
8268,-6746
8269,-5728
8270,-3611
8271,-957
8272,-767
8273,-2874
8274,-1647
8275,1778
8276,3218
8277,845
8278,-1499
8279,-2094
8280,-919
8281,-419
8282,-2229
8283,-4499
8284,-4698
8285,-4327
8286,-5095
8287,-3659
8288,-2876
8289,-3809
8290,-6343
8291,-3262
8292,-1024
8293,-465
8294,-2746
8295,-2606
8296,-1116
8297,-1062
8298,-854
8299,-978
8300,-1378
8301,-1952
8302,-1956
8303,-376
8304,256
8305,356
8306,-220
8307,1098
8308,3522
8309,4697
8310,5550
8311,6025
8312,7197
8313,8108
8314,9958
8315,11226
8316,11442
8317,12776
8318,13465
8319,5943
8320,2377
8321,5589
8322,7309
8323,132
8324,-5174
8325,-4803
8326,-5275
8327,-5966
8328,-6536
8329,-7574
8330,-7167
8331,-6570
8332,-5778
8333,-3906
8334,-693
8335,-1023
8336,-2709
8337,-1647
8338,1808
8339,2605
8340,554
8341,-1201
8342,-1808
8343,-1162
8344,-630
8345,-2304
8346,-4251
8347,-4402
8348,-4228
8349,-4978
8350,-4000
8351,-2432
8352,-4276
8353,-5900
8354,-3273
8355,-1087
8356,-762
8357,-2863
8358,-2313
8359,-1300
8360,-961
8361,-967
8362,-1100
8363,-1257
8364,-1834
8365,-1797
8366,-493
8367,244
8368,452
8369,51
8370,1250
8371,3527
8372,4699
8373,5535
8374,6116
8375,7204
8376,8031
8377,9909
8378,10817
8379,11689
8380,12709
8381,13253
8382,4758
8383,2515
8384,6172
8385,7438
8386,-243
8387,-5305
8388,-4242
8389,-4921
8390,-5961
8391,-6386
8392,-7142
8393,-6943
8394,-6922
8395,-5834
8396,-3476
8397,-717
8398,-1463
8399,-3488
8400,-1505
8401,1996
8402,2498
8403,91
8404,-1240
8405,-1660
8406,-1171
8407,-738
8408,-1903
8409,-3938
8410,-4585
8411,-4465
8412,-4784
8413,-3344
8414,-2658
8415,-3879
8416,-6218
8417,-3480
8418,-950
8419,-731
8420,-2607
8421,-2911
8422,-1212
8423,-1471
8424,-1021
8425,-925
8426,-1490
8427,-1964
8428,-2059
8429,-419
8430,309
8431,540
8432,55
8433,940
8434,3183
8435,4857
8436,5647
8437,6039
8438,6971
8439,7716
8440,9858
8441,10975
8442,11269
8443,12362
8444,12970
8445,5789
8446,2499
8447,6026
8448,7540
8449,589
8450,-5178
8451,-4278
8452,-4841
8453,-4884
8454,-6453
8455,-7148
8456,-7147
8457,-6549
8458,-5863
8459,-3546
8460,-1126
8461,-1667
8462,-3445
8463,-1741
8464,1536
8465,2090
8466,-154
8467,-1707
8468,-1563
8469,-793
8470,-798
8471,-2158
8472,-3665
8473,-4123
8474,-3781
8475,-4389
8476,-3118
8477,-2679
8478,-3496
8479,-5274
8480,-3995
8481,-824
8482,-1157
8483,-2424
8484,-3324
8485,-1296
8486,-1418
8487,-1674
8488,-1021
8489,-1687
8490,-1880
8491,-1850
8492,-424
8493,157
8494,384
8495,431
8496,1356
8497,3559
8498,4588
8499,5348
8500,6156
8501,7194
8502,8033
8503,9448
8504,10730
8505,10930
8506,12141
8507,12930
8508,5614
8509,2921
8510,5923
8511,7099
8512,657
8513,-4105
8514,-3764
8515,-4792
8516,-5247
8517,-5736
8518,-6797
8519,-6803
8520,-6799
8521,-5781
8522,-3816
8523,-1187
8524,-1851
8525,-3359
8526,-1962
8527,1095
8528,1537
8529,-43
8530,-1414
8531,-1820
8532,-1117
8533,-830
8534,-1807
8535,-3677
8536,-3999
8537,-3950
8538,-4338
8539,-3057
8540,-2559
8541,-3944
8542,-5739
8543,-3122
8544,-1089
8545,-1174
8546,-3051
8547,-2748
8548,-1346
8549,-1545
8550,-1159
8551,-1224
8552,-1493
8553,-1897
8554,-1614
8555,-153
8556,205
8557,441
8558,294
8559,1533
8560,3628
8561,4659
8562,5591
8563,6003
8564,7146
8565,8020
8566,9471
8567,10702
8568,11094
8569,12420
8570,11918
8571,4405
8572,3470
8573,6484
8574,7013
8575,-973
8576,-3730
8577,-3491
8578,-4528
8579,-5712
8580,-5643
8581,-6335
8582,-6873
8583,-6893
8584,-5452
8585,-3113
8586,-1169
8587,-2466
8588,-3566
8589,-1453
8590,1284
8591,1122
8592,-636
8593,-1460
8594,-1822
8595,-1266
8596,-868
8597,-1821
8598,-3625
8599,-4058
8600,-3931
8601,-3746
8602,-2671
8603,-2435
8604,-4118
8605,-4359
8606,-3923
8607,-1234
8608,-1339
8609,-2228
8610,-3029
8611,-2478
8612,-1332
8613,-1527
8614,-885
8615,-1954
8616,-2268
8617,-1406
8618,-382
8619,209
8620,417
8621,751
8622,1713
8623,3289
8624,4523
8625,5673
8626,6181
8627,6981
8628,7886
8629,9337
8630,10577
8631,10738
8632,11957
8633,11928
8634,4901
8635,3711
8636,6271
8637,6589
8638,59
8639,-3856
8640,-2960
8641,-4320
8642,-4616
8643,-6262
8644,-6879
8645,-6082
8646,-6118
8647,-5959
8648,-3895
8649,-1349
8650,-2453
8651,-3689
8652,-1702
8653,600
8654,335
8655,-579
8656,-990
8657,-1836
8658,-1519
8659,-958
8660,-1683
8661,-3139
8662,-3736
8663,-3274
8664,-3914
8665,-2478
8666,-2878
8667,-3727
8668,-4664
8669,-2891
8670,-1692
8671,-1809
8672,-2627
8673,-2702
8674,-2014
8675,-1936
8676,-1566
8677,-1311
8678,-1784
8679,-1889
8680,-1526
8681,-429
8682,141
8683,558
8684,633
8685,1816
8686,3537
8687,4313
8688,5522
8689,6236
8690,7338
8691,7348
8692,9141
8693,10473
8694,10961
8695,12043
8696,11668
8697,4786
8698,3597
8699,6883
8700,6809
8701,-69
8702,-3657
8703,-2866
8704,-3884
8705,-4982
8706,-5755
8707,-6302
8708,-6602
8709,-6421
8710,-5840
8711,-3154
8712,-1746
8713,-2750
8714,-3925
8715,-1563
8716,1002
8717,665
8718,-898
8719,-1510
8720,-1606
8721,-1152
8722,-855
8723,-1791
8724,-3377
8725,-3809
8726,-3950
8727,-3247
8728,-2457
8729,-3000
8730,-4244
8731,-4405
8732,-3170
8733,-1265
8734,-1771
8735,-2690
8736,-3272
8737,-1773
8738,-1645
8739,-1738
8740,-1291
8741,-2027
8742,-2134
8743,-1579
8744,-194
8745,62
8746,120
8747,489
8748,1992
8749,3719
8750,4339
8751,5384
8752,6301
8753,7341
8754,7734
8755,9121
8756,10822
8757,10710
8758,11871
8759,11977
8760,5196
8761,3977
8762,6198
8763,6962
8764,118
8765,-3205
8766,-3004
8767,-4326
8768,-4543
8769,-5447
8770,-6447
8771,-6996
8772,-6394
8773,-5498
8774,-3661
8775,-1702
8776,-2983
8777,-3786
8778,-1920
8779,891
8780,655
8781,-1131
8782,-1447
8783,-1475
8784,-1168
8785,-789
8786,-1675
8787,-3034
8788,-3921
8789,-3178
8790,-3367
8791,-2397
8792,-2876
8793,-3638
8794,-4221
8795,-3584
8796,-1122
8797,-2091
8798,-2431
8799,-3497
8800,-1949
8801,-1756
8802,-2111
8803,-1149
8804,-2291
8805,-1952
8806,-1661
8807,-529
8808,50
8809,166
8810,463
8811,1397
8812,3438
8813,4260
8814,4958
8815,5805
8816,6982
8817,7563
8818,8884
8819,10377
8820,10627
8821,11428
8822,12429
8823,6476
8824,3756
8825,6243
8826,7336
8827,1754
8828,-3259
8829,-2034
8830,-3706
8831,-4703
8832,-5414
8833,-6012
8834,-6352
8835,-6876
8836,-5908
8837,-4155
8838,-2079
8839,-2974
8840,-4130
8841,-2303
8842,346
8843,641
8844,-813
8845,-1129
8846,-1421
8847,-1415
8848,-528
8849,-1115
8850,-2591
8851,-3891
8852,-3370
8853,-3063
8854,-2365
8855,-2515
8856,-4072
8857,-3858
8858,-3589
8859,-1813
8860,-2057
8861,-2658
8862,-3035
8863,-2946
8864,-1761
8865,-2148
8866,-1321
8867,-2095
8868,-2546
8869,-1620
8870,-638
8871,-32
8872,-70
8873,260
8874,1263
8875,3006
8876,3900
8877,4600
8878,5678
8879,6654
8880,7410
8881,8422
8882,10113
8883,10324
8884,10808
8885,12678
8886,9213
8887,3578
8888,5702
8889,7260
8890,4424
8891,-2342
8892,-2335
8893,-2954
8894,-4276
8895,-5157
8896,-5928
8897,-6367
8898,-6662
8899,-6295
8900,-4919
8901,-2991
8902,-2713
8903,-3768
8904,-3241
8905,-767
8906,151
8907,-762
8908,-1058
8909,-1050
8910,-1543
8911,-1082
8912,-542
8913,-1798
8914,-3270
8915,-2949
8916,-2710
8917,-2561
8918,-2395
8919,-3385
8920,-3084
8921,-3566
8922,-2950
8923,-2030
8924,-2344
8925,-2491
8926,-3379
8927,-2432
8928,-2225
8929,-1730
8930,-1605
8931,-2597
8932,-1989
8933,-1070
8934,-560
8935,88
8936,200
8937,1000
8938,2279
8939,3388
8940,4184
8941,5669
8942,6439
8943,6930
8944,7396
8945,9443
8946,10311
8947,10499
8948,11357
8949,11848
8950,5024
8951,4098
8952,6660
8953,6702
8954,367
8955,-2801
8956,-2072
8957,-3872
8958,-4474
8959,-5175
8960,-6169
8961,-6089
8962,-6705
8963,-5669
8964,-3820
8965,-2242
8966,-3596
8967,-4257
8968,-1925
8969,119
8970,-433
8971,-1451
8972,-1128
8973,-1282
8974,-1264
8975,-1047
8976,-1054
8977,-2514
8978,-3049
8979,-2938
8980,-2765
8981,-2060
8982,-2397
8983,-3889
8984,-3267
8985,-3250
8986,-1938
8987,-2364
8988,-2913
8989,-2967
8990,-2981
8991,-2014
8992,-2331
8993,-1820
8994,-2357
8995,-2526
8996,-1342
8997,-751
8998,-213
8999,3
9000,471
9001,1791
9002,3393
9003,3736
9004,4798
9005,6120
9006,6870
9007,7400
9008,8263
9009,9810
9010,10605
9011,11074
9012,12165
9013,7410
9014,3980
9015,6278
9016,6992
9017,3359
9018,-2559
9019,-1493
9020,-3340
9021,-4181
9022,-4566
9023,-5536
9024,-6432
9025,-6520
9026,-5987
9027,-4706
9028,-2855
9029,-2837
9030,-4419
9031,-3203
9032,-592
9033,248
9034,-1288
9035,-1646
9036,-1352
9037,-1216
9038,-712
9039,-1129
9040,-1920
9041,-3090
9042,-2827
9043,-2621
9044,-2396
9045,-1960
9046,-3430
9047,-3785
9048,-2818
9049,-2533
9050,-2118
9051,-3272
9052,-2579
9053,-3116
9054,-2698
9055,-2056
9056,-2102
9057,-2002
9058,-2782
9059,-1891
9060,-728
9061,-461
9062,-143
9063,-45
9064,1319
9065,2902
9066,3580
9067,4022
9068,5656
9069,6760
9070,7080
9071,7741
9072,9371
9073,10289
9074,10608
9075,11873
9076,10531
9077,4110
9078,5329
9079,7127
9080,5739
9081,-1125
9082,-1683
9083,-2154
9084,-3870
9085,-4621
9086,-5106
9087,-5819
9088,-6322
9089,-6359
9090,-5566
9091,-3348
9092,-2408
9093,-4133
9094,-4081
9095,-1499
9096,388
9097,-1143
9098,-1745
9099,-1160
9100,-1284
9101,-1020
9102,-979
9103,-1321
9104,-2636
9105,-2888
9106,-2451
9107,-2577
9108,-1638
9109,-2816
9110,-3950
9111,-2841
9112,-2155
9113,-2656
9114,-2680
9115,-2951
9116,-2278
9117,-3436
9118,-2299
9119,-1994
9120,-2071
9121,-2524
9122,-2517
9123,-1065
9124,-514
9125,-519
9126,-173
9127,657
9128,2503
9129,3345
9130,3421
9131,5033
9132,6401
9133,6671
9134,7107
9135,8581
9136,9680
9137,10246
9138,10678
9139,11740
9140,7342
9141,3929
9142,6373
9143,6722
9144,3361
9145,-2114
9146,-1895
9147,-2579
9148,-3826
9149,-4293
9150,-5643
9151,-6068
9152,-6288
9153,-5807
9154,-4383
9155,-3032
9156,-3256
9157,-4428
9158,-3187
9159,-683
9160,-196
9161,-1802
9162,-1620
9163,-1079
9164,-1356
9165,-996
9166,-902
9167,-1671
9168,-3174
9169,-2576
9170,-2305
9171,-1972
9172,-2018
9173,-3555
9174,-3424
9175,-2686
9176,-2389
9177,-2317
9178,-3211
9179,-2620
9180,-3278
9181,-2532
9182,-2104
9183,-2122
9184,-2254
9185,-2704
9186,-1649
9187,-641
9188,-513
9189,-212
9190,152
9191,1558
9192,3102
9193,3661
9194,4126
9195,5687
9196,6447
9197,7232
9198,7913
9199,9452
9200,10004
9201,10133
9202,11822
9203,10263
9204,3758
9205,5698
9206,6730
9207,5636
9208,-1071
9209,-1702
9210,-1599
9211,-3777
9212,-4355
9213,-5129
9214,-5390
9215,-6040
9216,-6420
9217,-4971
9218,-3382
9219,-2892
9220,-4266
9221,-3790
9222,-1596
9223,-166
9224,-1387
9225,-2040
9226,-1156
9227,-1343
9228,-1141
9229,-1140
9230,-1392
9231,-2461
9232,-2828
9233,-2496
9234,-2152
9235,-1808
9236,-2732
9237,-3856
9238,-2568
9239,-2197
9240,-2521
9241,-3013
9242,-2939
9243,-2302
9244,-3211
9245,-2829
9246,-1952
9247,-2094
9248,-2543
9249,-2529
9250,-1061
9251,-428
9252,-618
9253,-207
9254,835
9255,2638
9256,3316
9257,3262
9258,4868
9259,6398
9260,6737
9261,7123
9262,8564
9263,9741
9264,9949
9265,10597
9266,11891
9267,6928
9268,3977
9269,6770
9270,6863
9271,2450
9272,-1813
9273,-1171
9274,-2476
9275,-4233
9276,-4706
9277,-4960
9278,-5502
9279,-6393
9280,-6373
9281,-4289
9282,-2523
9283,-3682
9284,-4756
9285,-3012
9286,-852
9287,-839
9288,-1652
9289,-1409
9290,-1542
9291,-1714
9292,-753
9293,-708
9294,-1862
9295,-2936
9296,-2493
9297,-2310
9298,-1591
9299,-2113
9300,-3698
9301,-3121
9302,-2525
9303,-2217
9304,-2572
9305,-3236
9306,-2517
9307,-3156
9308,-2484
9309,-2545
9310,-2092
9311,-2166
9312,-2855
9313,-1662
9314,-698
9315,-433
9316,-486
9317,85
9318,1762
9319,3168
9320,3307
9321,4022
9322,5787
9323,6326
9324,6929
9325,7688
9326,9296
9327,9588
9328,9940
9329,11443
9330,10684
9331,4282
9332,5061
9333,7025
9334,6155
9335,-218
9336,-1701
9337,-1256
9338,-3321
9339,-3901
9340,-4855
9341,-4973
9342,-6034
9343,-6404
9344,-5497
9345,-3168
9346,-2975
9347,-4448
9348,-4379
9349,-1784
9350,-734
9351,-1555
9352,-1644
9353,-1329
9354,-1854
9355,-1522
9356,-386
9357,-1156
9358,-2664
9359,-2819
9360,-2220
9361,-1972
9362,-1691
9363,-2837
9364,-3798
9365,-2825
9366,-2281
9367,-2206
9368,-3119
9369,-2999
9370,-2795
9371,-2883
9372,-2489
9373,-2379
9374,-1952
9375,-2713
9376,-2358
9377,-1170
9378,-317
9379,-591
9380,-412
9381,714
9382,2695
9383,3379
9384,3194
9385,4733
9386,6063
9387,6804
9388,7067
9389,8391
9390,9315
9391,9598
9392,10496
9393,11652
9394,7559
9395,3800
9396,6411
9397,6809
9398,3228
9399,-1299
9400,-1031
9401,-2582
9402,-3426
9403,-4006
9404,-4978
9405,-5531
9406,-5792
9407,-6219
9408,-4475
9409,-2825
9410,-3455
